"year" "measurement_type" "value"
"718" 1642 "europe_temp_index" -0.66
"719" 1641 "n_tree" -2.39
"720" 1641 "europe_temp_index" -1.31
"721" 1640 "n_tree" 0.14
"722" 1640 "europe_temp_index" -0.11
"723" 1639 "n_tree" -1.24
"724" 1639 "europe_temp_index" -0.98
"725" 1638 "n_tree" -1.25
"726" 1638 "europe_temp_index" -0.36
"727" 1637 "n_tree" -0.34
"728" 1637 "europe_temp_index" -0.05
"729" 1636 "n_tree" 0.03
"730" 1636 "europe_temp_index" -0.23
"731" 1635 "n_tree" -1.06
"732" 1635 "europe_temp_index" -0.71
"733" 1634 "n_tree" -0.89
"734" 1634 "europe_temp_index" -0.32
"735" 1633 "n_tree" -2.34
"736" 1633 "europe_temp_index" -1.47
"737" 1632 "n_tree" -2.38
"738" 1632 "europe_temp_index" -1.17
"739" 1631 "n_tree" -0.9
"740" 1631 "europe_temp_index" 0.21
"741" 1630 "n_tree" -1.24
"742" 1630 "europe_temp_index" -0.2
"743" 1629 "n_tree" -0.08
"744" 1629 "europe_temp_index" 0.25
"745" 1628 "n_tree" -1.02
"746" 1628 "europe_temp_index" -1.06
"747" 1627 "n_tree" -0.32
"748" 1627 "europe_temp_index" -0.62
"749" 1626 "n_tree" -0.93
"750" 1626 "europe_temp_index" -0.25
"751" 1625 "n_tree" -1.25
"752" 1625 "europe_temp_index" -0.57
"753" 1624 "n_tree" -1.16
"754" 1624 "europe_temp_index" -0.03
"755" 1623 "n_tree" -1.04
"756" 1623 "europe_temp_index" 0.03
"757" 1622 "n_tree" -0.97
"758" 1622 "europe_temp_index" -0.1
"759" 1621 "n_tree" -0.8
"760" 1621 "europe_temp_index" -0.79
"761" 1620 "n_tree" -1.19
"762" 1620 "europe_temp_index" -0.48
"763" 1619 "n_tree" -0.25
"764" 1619 "europe_temp_index" -0.28
"765" 1618 "n_tree" -1.86
"766" 1618 "europe_temp_index" -1.01
"767" 1617 "n_tree" -0.84
"768" 1617 "europe_temp_index" -0.46
"769" 1616 "n_tree" -1.05
"770" 1616 "europe_temp_index" 0.02
"771" 1615 "n_tree" -1.68
"772" 1615 "europe_temp_index" -0.28
"773" 1614 "n_tree" -1.71
"774" 1614 "europe_temp_index" -0.91
"775" 1613 "n_tree" -0.98
"776" 1613 "europe_temp_index" -0.16
"777" 1612 "n_tree" -1.39
"778" 1612 "europe_temp_index" -0.51
"779" 1611 "n_tree" -1.19
"780" 1611 "europe_temp_index" -0.23
"781" 1610 "n_tree" -1.57
"782" 1610 "europe_temp_index" -0.29
"783" 1609 "n_tree" -2.28
"784" 1609 "europe_temp_index" -1.11
"785" 1608 "n_tree" -1.95
"786" 1608 "europe_temp_index" -1.44
"787" 1607 "n_tree" -2.51
"788" 1607 "europe_temp_index" -0.96
"789" 1606 "n_tree" -2.4
"790" 1606 "europe_temp_index" -1.27
"791" 1605 "n_tree" -2.19
"792" 1605 "europe_temp_index" -0.85
"793" 1604 "n_tree" -1.64
"794" 1604 "europe_temp_index" -0.82
"795" 1603 "n_tree" -1.37
"796" 1603 "europe_temp_index" -0.52
"797" 1602 "n_tree" -1.97
"798" 1602 "europe_temp_index" -1.03
"799" 1601 "n_tree" -2.68
"800" 1601 "europe_temp_index" -1.73
"801" 1600 "n_tree" -1.35
"802" 1600 "europe_temp_index" -1.06
"803" 1599 "n_tree" -0.96
"804" 1599 "europe_temp_index" -0.28
"805" 1598 "n_tree" -0.62
"806" 1598 "europe_temp_index" -0.64
"807" 1597 "n_tree" -1.48
"808" 1597 "europe_temp_index" -0.99
"809" 1596 "n_tree" -1.99
"810" 1596 "europe_temp_index" -1.32
"811" 1595 "n_tree" -1.39
"812" 1595 "europe_temp_index" -0.95
"813" 1594 "n_tree" -1.15
"814" 1594 "europe_temp_index" -0.98
"815" 1593 "n_tree" -1.25
"816" 1593 "europe_temp_index" -0.91
"817" 1592 "n_tree" -1.12
"818" 1592 "europe_temp_index" -0.69
"819" 1591 "n_tree" -1.36
"820" 1591 "europe_temp_index" -0.75
"821" 1590 "n_tree" -1.38
"822" 1590 "europe_temp_index" -0.08
"823" 1589 "n_tree" -1.71
"824" 1589 "europe_temp_index" -1.04
"825" 1588 "n_tree" -0.71
"826" 1588 "europe_temp_index" -0.96
"827" 1587 "n_tree" -1.15
"828" 1587 "europe_temp_index" -1.24
"829" 1586 "n_tree" -0.31
"830" 1586 "europe_temp_index" 0.03
"831" 1585 "n_tree" -0.83
"832" 1585 "europe_temp_index" -0.73
"833" 1584 "n_tree" -0.71
"834" 1584 "europe_temp_index" -0.33
"835" 1583 "n_tree" 0.19
"836" 1583 "europe_temp_index" -0.03
"837" 1582 "n_tree" -0.81
"838" 1582 "europe_temp_index" -0.51
"839" 1581 "n_tree" -1.41
"840" 1581 "europe_temp_index" -0.61
"841" 1580 "n_tree" -1.79
"842" 1580 "europe_temp_index" -0.74
"843" 1579 "n_tree" -1.55
"844" 1579 "europe_temp_index" -1.22
"845" 1578 "n_tree" -1.36
"846" 1578 "europe_temp_index" -0.31
"847" 1577 "n_tree" -0.54
"848" 1577 "europe_temp_index" -0.6
"849" 1576 "n_tree" -0.64
"850" 1576 "europe_temp_index" -0.68
"851" 1575 "n_tree" 0.06
"852" 1575 "europe_temp_index" 0.37
"853" 1574 "n_tree" -0.58
"854" 1574 "europe_temp_index" -0.34
"855" 1573 "n_tree" -0.88
"856" 1573 "europe_temp_index" -0.76
"857" 1572 "n_tree" 0.11
"858" 1572 "europe_temp_index" -0.04
"859" 1571 "n_tree" -0.82
"860" 1571 "europe_temp_index" -0.46
"861" 1570 "n_tree" -0.41
"862" 1570 "europe_temp_index" -0.4
"863" 1569 "n_tree" 0.27
"864" 1569 "europe_temp_index" -0.29
"865" 1568 "n_tree" 0.01
"866" 1568 "europe_temp_index" -0.27
"867" 1567 "n_tree" -0.6
"868" 1567 "europe_temp_index" -0.36
"869" 1566 "n_tree" 0.02
"870" 1566 "europe_temp_index" -0.04
"871" 1565 "n_tree" 0.12
"872" 1565 "europe_temp_index" 0.19
"873" 1564 "n_tree" 0.76
"874" 1564 "europe_temp_index" 0.26
"875" 1563 "n_tree" 0.42
"876" 1563 "europe_temp_index" -0.28
"877" 1562 "n_tree" -0.13
"878" 1562 "europe_temp_index" -0.12
"879" 1561 "n_tree" 0.54
"880" 1561 "europe_temp_index" 0.43
"881" 1560 "n_tree" -0.93
"882" 1560 "europe_temp_index" -0.42
"883" 1559 "n_tree" -0.54
"884" 1559 "europe_temp_index" 0.24
"885" 1558 "n_tree" -0.03
"886" 1558 "europe_temp_index" 0.48
"887" 1557 "n_tree" -0.6
"888" 1557 "europe_temp_index" -0.26
"889" 1556 "n_tree" -0.18
"890" 1556 "europe_temp_index" 0.36
"891" 1555 "n_tree" -0.51
"892" 1555 "europe_temp_index" -0.54
"893" 1554 "n_tree" -0.43
"894" 1554 "europe_temp_index" -0.35
"895" 1553 "n_tree" -0.03
"896" 1553 "europe_temp_index" 0.04
"897" 1552 "n_tree" -0.14
"898" 1552 "europe_temp_index" -0.07
"899" 1551 "n_tree" -0.46
"900" 1551 "europe_temp_index" -0.02
"901" 1550 "n_tree" -1.18
"902" 1550 "europe_temp_index" -0.49
"903" 1549 "n_tree" -0.77
"904" 1549 "europe_temp_index" -0.39
"905" 1548 "n_tree" -0.44
"906" 1548 "europe_temp_index" 0.21
"907" 1547 "n_tree" -0.76
"908" 1547 "europe_temp_index" -0.11
"909" 1546 "n_tree" -0.75
"910" 1546 "europe_temp_index" -0.23
"911" 1545 "n_tree" -0.02
"912" 1545 "europe_temp_index" 0.4
"913" 1544 "n_tree" -1.48
"914" 1544 "europe_temp_index" -0.7
"915" 1543 "n_tree" -1.17
"916" 1543 "europe_temp_index" -0.52
"917" 1542 "n_tree" -1.36
"918" 1542 "europe_temp_index" -0.96
"919" 1541 "n_tree" -0.49
"920" 1541 "europe_temp_index" -0.21
"921" 1540 "n_tree" 0.01
"922" 1540 "europe_temp_index" 0.51
"923" 1539 "n_tree" 0.2
"924" 1539 "europe_temp_index" 0.06
"925" 1538 "n_tree" -0.39
"926" 1538 "europe_temp_index" 0.12
"927" 1537 "n_tree" 0
"928" 1537 "europe_temp_index" -0.25
"929" 1536 "n_tree" -0.97
"930" 1536 "europe_temp_index" 0.07
"931" 1535 "n_tree" -0.8
"932" 1535 "europe_temp_index" -0.04
"933" 1534 "n_tree" -0.52
"934" 1534 "europe_temp_index" 0.48
"935" 1533 "n_tree" -0.5
"936" 1533 "europe_temp_index" -0.11
"937" 1532 "n_tree" 0.12
"938" 1532 "europe_temp_index" 0.22
"939" 1531 "n_tree" -0.68
"940" 1531 "europe_temp_index" -0.32
"941" 1530 "n_tree" -0.89
"942" 1530 "europe_temp_index" -0.36
"943" 1529 "n_tree" -0.61
"944" 1529 "europe_temp_index" -0.69
"945" 1528 "n_tree" -1.08
"946" 1528 "europe_temp_index" -0.45
"947" 1527 "n_tree" -0.36
"948" 1527 "europe_temp_index" -0.52
"949" 1526 "n_tree" -0.99
"950" 1526 "europe_temp_index" -0.46
"951" 1525 "n_tree" -0.59
"952" 1525 "europe_temp_index" -0.16
"953" 1524 "n_tree" -1.42
"954" 1524 "europe_temp_index" -0.78
"955" 1523 "n_tree" -1.54
"956" 1523 "europe_temp_index" -0.51
"957" 1522 "n_tree" -0.88
"958" 1522 "europe_temp_index" -0.42
"959" 1521 "n_tree" -0.41
"960" 1521 "europe_temp_index" -0.18
"961" 1520 "n_tree" -0.54
"962" 1520 "europe_temp_index" -0.39
"963" 1519 "n_tree" -0.07
"964" 1519 "europe_temp_index" -0.12
"965" 1518 "n_tree" -0.18
"966" 1518 "europe_temp_index" -0.13
"967" 1517 "n_tree" -0.34
"968" 1517 "europe_temp_index" -0.11
"969" 1516 "n_tree" -0.52
"970" 1516 "europe_temp_index" -0.04
"971" 1515 "n_tree" -0.32
"972" 1515 "europe_temp_index" -0.38
"973" 1514 "n_tree" -0.29
"974" 1514 "europe_temp_index" -0.29
"975" 1513 "n_tree" 0.22
"976" 1513 "europe_temp_index" -0.13
"977" 1512 "n_tree" -0.05
"978" 1512 "europe_temp_index" 0.13
"979" 1511 "n_tree" -0.17
"980" 1511 "europe_temp_index" -0.41
"981" 1510 "n_tree" 0.04
"982" 1510 "europe_temp_index" -0.18
"983" 1509 "n_tree" -0.61
"984" 1509 "europe_temp_index" 0.06
"985" 1508 "n_tree" 0
"986" 1508 "europe_temp_index" -0.06
"987" 1507 "n_tree" -0.9
"988" 1507 "europe_temp_index" -0.67
"989" 1506 "n_tree" -0.09
"990" 1506 "europe_temp_index" 0.13
"991" 1505 "n_tree" -0.08
"992" 1505 "europe_temp_index" -0.07
"993" 1504 "n_tree" -0.21
"994" 1504 "europe_temp_index" 0.44
"995" 1503 "n_tree" -0.11
"996" 1503 "europe_temp_index" 0.4
"997" 1502 "n_tree" -0.36
"998" 1502 "europe_temp_index" 0.34
"999" 1501 "n_tree" -0.02
"1000" 1501 "europe_temp_index" -0.28
"1001" 1500 "n_tree" -0.71
"1002" 1500 "europe_temp_index" -0.02
"1003" 1499 "n_tree" -0.91
"1004" 1499 "europe_temp_index" -0.36
"1005" 1498 "n_tree" -1.1
"1006" 1498 "europe_temp_index" -0.68
"1007" 1497 "n_tree" -2.18
"1008" 1497 "europe_temp_index" -1.28
"1009" 1496 "n_tree" -0.29
"1010" 1496 "europe_temp_index" 0.14
"1011" 1495 "n_tree" -0.72
"1012" 1495 "europe_temp_index" -0.32
"1013" 1494 "n_tree" -0.25
"1014" 1494 "europe_temp_index" 0.04
"1015" 1493 "n_tree" -1.32
"1016" 1493 "europe_temp_index" -0.38
"1017" 1492 "n_tree" -0.82
"1018" 1492 "europe_temp_index" 0.07
"1019" 1491 "n_tree" -0.33
"1020" 1491 "europe_temp_index" -0.14
"1021" 1490 "n_tree" 0.03
"1022" 1490 "europe_temp_index" 0.15
"1023" 1489 "n_tree" -0.45
"1024" 1489 "europe_temp_index" -0.14
"1025" 1488 "n_tree" -0.68
"1026" 1488 "europe_temp_index" -0.26
"1027" 1487 "n_tree" -0.43
"1028" 1487 "europe_temp_index" -0.08
"1029" 1486 "n_tree" -0.48
"1030" 1486 "europe_temp_index" -0.21
"1031" 1485 "n_tree" -0.44
"1032" 1485 "europe_temp_index" -0.02
"1033" 1484 "n_tree" -0.27
"1034" 1484 "europe_temp_index" 0.18
"1035" 1483 "n_tree" -1.66
"1036" 1483 "europe_temp_index" -0.44
"1037" 1482 "n_tree" -0.79
"1038" 1482 "europe_temp_index" -0.28
"1039" 1481 "n_tree" -0.75
"1040" 1481 "europe_temp_index" -0.29
"1041" 1480 "n_tree" -0.79
"1042" 1480 "europe_temp_index" -0.4
"1043" 1479 "n_tree" -0.61
"1044" 1479 "europe_temp_index" -0.23
"1045" 1478 "n_tree" -1.24
"1046" 1478 "europe_temp_index" -0.75
"1047" 1477 "n_tree" -1.3
"1048" 1477 "europe_temp_index" -0.54
"1049" 1476 "n_tree" -0.98
"1050" 1476 "europe_temp_index" -0.48
"1051" 1475 "n_tree" -1.67
"1052" 1475 "europe_temp_index" -0.62
"1053" 1474 "n_tree" -1.05
"1054" 1474 "europe_temp_index" -0.36
"1055" 1473 "n_tree" -1.53
"1056" 1473 "europe_temp_index" -0.68
"1057" 1472 "n_tree" -1.66
"1058" 1472 "europe_temp_index" -0.78
"1059" 1471 "n_tree" -1.86
"1060" 1471 "europe_temp_index" -0.64
"1061" 1470 "n_tree" -1.04
"1062" 1470 "europe_temp_index" -0.55
"1063" 1469 "n_tree" -1.74
"1064" 1469 "europe_temp_index" -0.72
"1065" 1468 "n_tree" -1.72
"1066" 1468 "europe_temp_index" -0.51
"1067" 1467 "n_tree" -1.97
"1068" 1467 "europe_temp_index" -0.62
"1069" 1466 "n_tree" -2.43
"1070" 1466 "europe_temp_index" -0.76
"1071" 1465 "n_tree" -1.29
"1072" 1465 "europe_temp_index" -0.69
"1073" 1464 "n_tree" -2.02
"1074" 1464 "europe_temp_index" -0.72
"1075" 1463 "n_tree" -2.31
"1076" 1463 "europe_temp_index" -0.99
"1077" 1462 "n_tree" -2.33
"1078" 1462 "europe_temp_index" -0.82
"1079" 1461 "n_tree" -1.66
"1080" 1461 "europe_temp_index" -0.73
"1081" 1460 "n_tree" -2.04
"1082" 1460 "europe_temp_index" -0.65
"1083" 1459 "n_tree" -2.36
"1084" 1459 "europe_temp_index" -1.01
"1085" 1458 "n_tree" -2.35
"1086" 1458 "europe_temp_index" -0.76
"1087" 1457 "n_tree" -1.63
"1088" 1457 "europe_temp_index" -0.8
"1089" 1456 "n_tree" -2.04
"1090" 1456 "europe_temp_index" -1.17
"1091" 1455 "n_tree" -1.91
"1092" 1455 "europe_temp_index" -1.07
"1093" 1454 "n_tree" -1.61
"1094" 1454 "europe_temp_index" -0.66
"1095" 1453 "n_tree" -2.63
"1096" 1453 "europe_temp_index" -1.48
"1097" 1452 "n_tree" -0.9
"1098" 1452 "europe_temp_index" -0.23
"1099" 1451 "n_tree" -1.04
"1100" 1451 "europe_temp_index" -0.16
"1101" 1450 "n_tree" -0.67
"1102" 1450 "europe_temp_index" 0.13
"1103" 1449 "n_tree" -1.02
"1104" 1449 "europe_temp_index" -0.14
"1105" 1448 "n_tree" -0.9
"1106" 1448 "europe_temp_index" -0.12
"1107" 1447 "n_tree" -0.73
"1108" 1447 "europe_temp_index" -0.25
"1109" 1446 "n_tree" -1.04
"1110" 1446 "europe_temp_index" -0.35
"1111" 1445 "n_tree" 0.04
"1112" 1445 "europe_temp_index" -0.07
"1113" 1444 "n_tree" -0.48
"1114" 1444 "europe_temp_index" -0.12
"1115" 1443 "n_tree" 0.01
"1116" 1443 "europe_temp_index" -0.31
"1117" 1442 "n_tree" -0.55
"1118" 1442 "europe_temp_index" -0.15
"1119" 1441 "n_tree" -0.52
"1120" 1441 "europe_temp_index" -0.05
"1121" 1440 "n_tree" -0.48
"1122" 1440 "europe_temp_index" -0.29
"1123" 1439 "n_tree" -0.65
"1124" 1439 "europe_temp_index" -0.27
"1125" 1438 "n_tree" -1.17
"1126" 1438 "europe_temp_index" -0.34
"1127" 1437 "n_tree" 0.12
"1128" 1437 "europe_temp_index" 0.04
"1129" 1436 "n_tree" 0.11
"1130" 1436 "europe_temp_index" -0.01
"1131" 1435 "n_tree" 0.2
"1132" 1435 "europe_temp_index" 0.22
"1133" 1434 "n_tree" 0.54
"1134" 1434 "europe_temp_index" 0.35
"1135" 1433 "n_tree" 0.03
"1136" 1433 "europe_temp_index" 0.12
"1137" 1432 "n_tree" 0.46
"1138" 1432 "europe_temp_index" 0.24
"1139" 1431 "n_tree" 0.28
"1140" 1431 "europe_temp_index" 0.15
"1141" 1430 "n_tree" -0.6
"1142" 1430 "europe_temp_index" -0.38
"1143" 1429 "n_tree" 0.36
"1144" 1429 "europe_temp_index" 0.11
"1145" 1428 "n_tree" 0.2
"1146" 1428 "europe_temp_index" -0.29
"1147" 1427 "n_tree" 0.38
"1148" 1427 "europe_temp_index" 0.11
"1149" 1426 "n_tree" 0.05
"1150" 1426 "europe_temp_index" -0.24
"1151" 1425 "n_tree" 0.41
"1152" 1425 "europe_temp_index" 0.35
"1153" 1424 "n_tree" 0.83
"1154" 1424 "europe_temp_index" 0.51
"1155" 1423 "n_tree" -0.27
"1156" 1423 "europe_temp_index" -0.34
"1157" 1422 "n_tree" -0.62
"1158" 1422 "europe_temp_index" -0.26
"1159" 1421 "n_tree" 0.21
"1160" 1421 "europe_temp_index" 0.11
"1161" 1420 "n_tree" -0.67
"1162" 1420 "europe_temp_index" -0.19
"1163" 1419 "n_tree" -0.19
"1164" 1419 "europe_temp_index" -0.2
"1165" 1418 "n_tree" -0.13
"1166" 1418 "europe_temp_index" 0.22
"1167" 1417 "n_tree" -0.21
"1168" 1417 "europe_temp_index" -0.28
"1169" 1416 "n_tree" 0.11
"1170" 1416 "europe_temp_index" -0.08
"1171" 1415 "n_tree" 0.29
"1172" 1415 "europe_temp_index" 0.08
"1173" 1414 "n_tree" -0.73
"1174" 1414 "europe_temp_index" -0.3
"1175" 1413 "n_tree" 0.45
"1176" 1413 "europe_temp_index" 0.26
"1177" 1412 "n_tree" -0.42
"1178" 1412 "europe_temp_index" -0.32
"1179" 1411 "n_tree" 0.81
"1180" 1411 "europe_temp_index" 0.48
"1181" 1410 "n_tree" 0
"1182" 1410 "europe_temp_index" -0.01
"1183" 1409 "n_tree" 0.1
"1184" 1409 "europe_temp_index" 0.17
"1185" 1408 "n_tree" -0.07
"1186" 1408 "europe_temp_index" -0.04
"1187" 1407 "n_tree" 0.48
"1188" 1407 "europe_temp_index" -0.04
"1189" 1406 "n_tree" 0.48
"1190" 1406 "europe_temp_index" 0.08
"1191" 1405 "n_tree" 0.17
"1192" 1405 "europe_temp_index" 0.03
"1193" 1404 "n_tree" 0.67
"1194" 1404 "europe_temp_index" 0.35
"1195" 1403 "n_tree" 0.33
"1196" 1403 "europe_temp_index" 0.22
"1197" 1402 "n_tree" 0.1
"1198" 1402 "europe_temp_index" 0.27
"1199" 1401 "n_tree" -0.56
"1200" 1401 "europe_temp_index" -0.02
"1201" 1400 "n_tree" -0.83
"1202" 1400 "europe_temp_index" -0.53
"1203" 1399 "n_tree" -0.82
"1204" 1399 "europe_temp_index" -0.41
"1205" 1398 "n_tree" -0.9
"1206" 1398 "europe_temp_index" -0.5
"1207" 1397 "n_tree" -0.9
"1208" 1397 "europe_temp_index" -0.51
"1209" 1396 "n_tree" -0.91
"1210" 1396 "europe_temp_index" -0.26
"1211" 1395 "n_tree" -0.67
"1212" 1395 "europe_temp_index" -0.4
"1213" 1394 "n_tree" -1.08
"1214" 1394 "europe_temp_index" -0.73
"1215" 1393 "n_tree" -0.95
"1216" 1393 "europe_temp_index" -0.35
"1217" 1392 "n_tree" -0.86
"1218" 1392 "europe_temp_index" -0.59
"1219" 1391 "n_tree" -0.1
"1220" 1391 "europe_temp_index" 0.06
"1221" 1390 "n_tree" -0.82
"1222" 1390 "europe_temp_index" -0.11
"1223" 1389 "n_tree" -0.82
"1224" 1389 "europe_temp_index" -0.5
"1225" 1388 "n_tree" -0.34
"1226" 1388 "europe_temp_index" -0.48
"1227" 1387 "n_tree" -0.39
"1228" 1387 "europe_temp_index" -0.16
"1229" 1386 "n_tree" 0.09
"1230" 1386 "europe_temp_index" 0.36
"1231" 1385 "n_tree" -0.46
"1232" 1385 "europe_temp_index" -0.42
"1233" 1384 "n_tree" -0.12
"1234" 1384 "europe_temp_index" 0.11
"1235" 1383 "n_tree" -0.24
"1236" 1383 "europe_temp_index" 0.23
"1237" 1382 "n_tree" -0.53
"1238" 1382 "europe_temp_index" -0.41
"1239" 1381 "n_tree" -0.33
"1240" 1381 "europe_temp_index" 0.02
"1241" 1380 "n_tree" -0.96
"1242" 1380 "europe_temp_index" -0.14
"1243" 1379 "n_tree" -0.95
"1244" 1379 "europe_temp_index" -0.16
"1245" 1378 "n_tree" -0.99
"1246" 1378 "europe_temp_index" -0.78
"1247" 1377 "n_tree" -1.4
"1248" 1377 "europe_temp_index" -1.06
"1249" 1376 "n_tree" -0.43
"1250" 1376 "europe_temp_index" -0.56
"1251" 1375 "n_tree" -1.06
"1252" 1375 "europe_temp_index" -0.72
"1253" 1374 "n_tree" -0.1
"1254" 1374 "europe_temp_index" -0.14
"1255" 1373 "n_tree" -0.63
"1256" 1373 "europe_temp_index" -0.44
"1257" 1372 "n_tree" 0.13
"1258" 1372 "europe_temp_index" 0.15
"1259" 1371 "n_tree" -0.11
"1260" 1371 "europe_temp_index" 0.09
"1261" 1370 "n_tree" -0.65
"1262" 1370 "europe_temp_index" -0.67
"1263" 1369 "n_tree" -0.67
"1264" 1369 "europe_temp_index" -0.67
"1265" 1368 "n_tree" 0.53
"1266" 1368 "europe_temp_index" -0.06
"1267" 1367 "n_tree" -0.34
"1268" 1367 "europe_temp_index" -0.31
"1269" 1366 "n_tree" 0.1
"1270" 1366 "europe_temp_index" 0.07
"1271" 1365 "n_tree" 0.35
"1272" 1365 "europe_temp_index" 0.44
"1273" 1364 "n_tree" 0.2
"1274" 1364 "europe_temp_index" 0.26
"1275" 1363 "n_tree" -1.4
"1276" 1363 "europe_temp_index" -0.82
"1277" 1362 "n_tree" -0.27
"1278" 1362 "europe_temp_index" -0.48
"1279" 1361 "n_tree" -0.57
"1280" 1361 "europe_temp_index" -0.36
"1281" 1360 "n_tree" -1.19
"1282" 1360 "europe_temp_index" -0.61
"1283" 1359 "n_tree" -0.59
"1284" 1359 "europe_temp_index" -0.36
"1285" 1358 "n_tree" -1.12
"1286" 1358 "europe_temp_index" -0.7
"1287" 1357 "n_tree" -0.71
"1288" 1357 "europe_temp_index" -0.48
"1289" 1356 "n_tree" -0.68
"1290" 1356 "europe_temp_index" -0.57
"1291" 1355 "n_tree" -1.1
"1292" 1355 "europe_temp_index" -0.59
"1293" 1354 "n_tree" -0.75
"1294" 1354 "europe_temp_index" -0.13
"1295" 1353 "n_tree" -1.07
"1296" 1353 "europe_temp_index" -0.74
"1297" 1352 "n_tree" -1.11
"1298" 1352 "europe_temp_index" -0.58
"1299" 1351 "n_tree" -0.86
"1300" 1351 "europe_temp_index" -0.28
"1301" 1350 "n_tree" -1.96
"1302" 1350 "europe_temp_index" -0.84
"1303" 1349 "n_tree" -2.3
"1304" 1349 "europe_temp_index" -1.03
"1305" 1348 "n_tree" -2.33
"1306" 1348 "europe_temp_index" -1.22
"1307" 1347 "n_tree" -1.7
"1308" 1347 "europe_temp_index" -0.58
"1309" 1346 "n_tree" -2.34
"1310" 1346 "europe_temp_index" -1.24
"1311" 1345 "n_tree" -1.69
"1312" 1345 "europe_temp_index" -0.76
"1313" 1344 "n_tree" -1.54
"1314" 1344 "europe_temp_index" -0.54
"1315" 1343 "n_tree" -0.76
"1316" 1343 "europe_temp_index" -0.3
"1317" 1342 "n_tree" -1.72
"1318" 1342 "europe_temp_index" -0.47
"1319" 1341 "n_tree" -1.44
"1320" 1341 "europe_temp_index" -0.75
"1321" 1340 "n_tree" -1
"1322" 1340 "europe_temp_index" -0.23
"1323" 1339 "n_tree" -1.36
"1324" 1339 "europe_temp_index" -0.49
"1325" 1338 "n_tree" -1.99
"1326" 1338 "europe_temp_index" -0.56
"1327" 1337 "n_tree" -1.59
"1328" 1337 "europe_temp_index" -0.57
"1329" 1336 "n_tree" -2.15
"1330" 1336 "europe_temp_index" -0.38
"1331" 1335 "n_tree" -0.97
"1332" 1335 "europe_temp_index" -0.21
"1333" 1334 "n_tree" -0.76
"1334" 1334 "europe_temp_index" 0.38
"1335" 1333 "n_tree" -1.69
"1336" 1333 "europe_temp_index" -0.49
"1337" 1332 "n_tree" -1.6
"1338" 1332 "europe_temp_index" -0.52
"1339" 1331 "n_tree" -1.15
"1340" 1331 "europe_temp_index" -0.64
"1341" 1330 "n_tree" -1.75
"1342" 1330 "europe_temp_index" -0.69
"1343" 1329 "n_tree" -0.84
"1344" 1329 "europe_temp_index" -0.54
"1345" 1328 "n_tree" -1.07
"1346" 1328 "europe_temp_index" -0.4
"1347" 1327 "n_tree" 0.45
"1348" 1327 "europe_temp_index" -0.14
"1349" 1326 "n_tree" -0.36
"1350" 1326 "europe_temp_index" -0.38
"1351" 1325 "n_tree" -0.05
"1352" 1325 "europe_temp_index" 0.01
"1353" 1324 "n_tree" -0.81
"1354" 1324 "europe_temp_index" -0.47
"1355" 1323 "n_tree" -0.98
"1356" 1323 "europe_temp_index" -0.54
"1357" 1322 "n_tree" -0.67
"1358" 1322 "europe_temp_index" -0.34
"1359" 1321 "n_tree" -0.69
"1360" 1321 "europe_temp_index" -0.41
"1361" 1320 "n_tree" -0.13
"1362" 1320 "europe_temp_index" -0.29
"1363" 1319 "n_tree" -0.58
"1364" 1319 "europe_temp_index" -0.56
"1365" 1318 "n_tree" -0.18
"1366" 1318 "europe_temp_index" 0.05
"1367" 1317 "n_tree" -0.83
"1368" 1317 "europe_temp_index" -0.54
"1369" 1316 "n_tree" -0.01
"1370" 1316 "europe_temp_index" 0.16
"1371" 1315 "n_tree" -0.57
"1372" 1315 "europe_temp_index" -0.02
"1373" 1314 "n_tree" -0.49
"1374" 1314 "europe_temp_index" -0.5
"1375" 1313 "n_tree" -0.33
"1376" 1313 "europe_temp_index" -0.61
"1377" 1312 "n_tree" -0.89
"1378" 1312 "europe_temp_index" -0.41
"1379" 1311 "n_tree" -0.09
"1380" 1311 "europe_temp_index" -0.37
"1381" 1310 "n_tree" -0.27
"1382" 1310 "europe_temp_index" -0.32
"1383" 1309 "n_tree" -1.48
"1384" 1309 "europe_temp_index" -1.13
"1385" 1308 "n_tree" -0.91
"1386" 1308 "europe_temp_index" -0.53
"1387" 1307 "n_tree" -1.13
"1388" 1307 "europe_temp_index" -0.66
"1389" 1306 "n_tree" -0.39
"1390" 1306 "europe_temp_index" 0.02
"1391" 1305 "n_tree" -0.67
"1392" 1305 "europe_temp_index" -0.39
"1393" 1304 "n_tree" -1.05
"1394" 1304 "europe_temp_index" -0.53
"1395" 1303 "n_tree" -1.2
"1396" 1303 "europe_temp_index" -0.55
"1397" 1302 "n_tree" -1.01
"1398" 1302 "europe_temp_index" -0.43
"1399" 1301 "n_tree" -1.13
"1400" 1301 "europe_temp_index" -0.64
"1401" 1300 "n_tree" -0.99
"1402" 1300 "europe_temp_index" -0.04
"1403" 1299 "n_tree" -1.11
"1404" 1299 "europe_temp_index" -0.28
"1405" 1298 "n_tree" -0.88
"1406" 1298 "europe_temp_index" -0.35
"1407" 1297 "n_tree" -1.06
"1408" 1297 "europe_temp_index" -0.3
"1409" 1296 "n_tree" -1.47
"1410" 1296 "europe_temp_index" -0.79
"1411" 1295 "n_tree" -0.54
"1412" 1295 "europe_temp_index" -0.21
"1413" 1294 "n_tree" -1.92
